Дата;"Реальная сумма";"Планируемая сумма";"Валюта";"Категория";"Описание";"Счёт";"Конверт";"Перевод"		
2025-05-11;"-30.0";"";"azn";"Гигиена и красота";"30 салон";"Кошелек Самира";"Резервы";""		
2025-05-11;"-10.0";"-10.0";"azn";"Ком. услуги / Вода";"10";"ASB kart";"Резервы";""		
2025-05-10;"-2.0";"";"azn";"Подарки";"2";"Кошелёк";"Резервы";""		
2025-05-10;"16.0";"";"azn";"";"";"";"";"Кошелёк => Кошелек Самира"		
2025-05-10;"-17.7";"-25.0";"azn";"Продукты";"1.7 16";"Кошелек Самира";"Резервы";""		
2025-05-09;"-60.0";"";"azn";"Платный софт";"60 cvyarat";"ASB kart";"Резервы";""		
2025-05-09;"393.0";"393.0";"azn";"Пенсия Самира";"393";"ABB kart Samira";"Резервы";""		
2025-05-09;"-27.42";"-25.0";"azn";"Автомобиль / Бензин";"27.42";"ASB kart";"Резервы";""		
2025-05-08;"-1.5";"";"azn";"Подарки";"1.5";"Кошелёк";"Резервы";""		
2025-05-08;"-3.0";"";"azn";"Интернет и связь";"3 Самира";"ASB kart";"Резервы";""		
2025-05-08;"-5.6";"-5.6";"azn";"Платный софт";"5.6 ticktick";"Albali кредитная карта";"Резервы";""		
2025-05-08;"95.0";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2025-05-08;"-28.2";"";"azn";"Подарки";"28.2";"ASB kart";"Резервы";""		
2025-05-08;"-18.84";"-25.0";"azn";"Продукты";"10 4.43 4.41";"ASB kart";"Резервы";""		
2025-05-07;"200.0";"";"azn";"";"";"";"";"Кошелёк => Кошелек Самира"		
2025-05-07;"-21.0";"-42.0";"azn";"Ком. услуги / Отопление";"21";"Кошелёк";"Резервы";""		
2025-05-07;"-3.0";"";"azn";"Кафе	 ресторан";"3";"Кошелёк";"Резервы";""	
2025-05-07;"-25.0";"";"azn";"Медицина / Лечение";"25";"ABB kart Samira";"ХаниМани";""		
2025-05-07;"-19.0";"-16.0";"azn";"Ком. услуги / Квартира";"19";"Кошелёк";"Резервы";""		
2025-05-07;"9.0";"";"azn";"";"";"";"";"ABB kart Samira => ASB kart"		
2025-05-07;"-17.5";"";"azn";"Транспорт";"14.5 3";"Кошелёк";"Резервы";""		
2025-05-06;"-21.0";"-20.0";"azn";"Медицина / Лекарства";"21";"ASB kart";"Резервы";""		
2025-05-06;"27.0";"";"azn";"";"";"";"";"ABB kart Samira => Кошелёк"		
2025-05-06;"-1.0";"";"azn";"Кафе	 ресторан";"1";"Кошелек Самира";"Резервы";""	
2025-05-06;"-35.46";"-25.0";"azn";"Продукты";"12.06 21.5 1.9";"ASB kart";"Резервы";""		
2025-05-06;"25.0";"";"azn";"";"";"";"";"ASB kart => Albali кредитная карта"		
2025-05-05;"-25.0";"-25.0";"azn";"Платный софт";"25 Notion";"Albali кредитная карта";"Резервы";""		
2025-05-04;"50.0";"50.0";"azn";"";"";"";"";"ASB kart => Лотерея"		
2025-05-04;"21.5";"";"azn";"";"";"";"";"Кошелёк => ASB kart"		
2025-05-04;"-8.0";"";"azn";"Автомобиль / Мойка";"8";"Кошелёк";"Резервы";""		
2025-05-04;"-6.0";"-20.0";"azn";"Ребенок / Траты";"6";"ASB kart";"Резервы";""		
2025-05-04;"295.0";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2025-05-03;"100.0";"";"azn";"";"";"";"";"ХаниМани => Лотерея"		
2025-05-03;"-25.4";"-25.0";"azn";"Продукты";"23 2.4";"ASB kart";"Резервы";""		
2025-05-03;"-0.5";"-5.0";"azn";"Проценты и бонусы";"0.5";"ASB kart";"Резервы";""		
2025-05-03;"-11.0";"-35.0";"azn";"Дом";"11 крестовина и шланг для душа";"Кошелёк";"Резервы";""		
2025-05-02;"265.0";"265.0";"azn";"Зарплата Ильгар";"265";"Страхование жизни";"Страхование жизни";""		
2025-05-02;"-25.0";"-25.0";"azn";"Автомобиль / Бензин";"25";"ASB kart";"Резервы";""		
2025-05-02;"2310.0";"2000.0";"azn";"Зарплата Ильгар";"2310";"ASB kart";"Резервы";""		
2025-05-02;"-10.0";"-4.0";"azn";"Развлечения и хобби";"10 futbol";"Кошелёк";"Резервы";""		
2025-05-01;"-5.3";"";"azn";"Подарки";"5.3";"Кошелёк";"Резервы";""		
2025-05-01;"-12.0";"-25.0";"azn";"Продукты";"12";"Кошелёк";"Резервы";""		
2025-05-01;"-9.0";"";"azn";"Транспорт";"9";"Кошелек Самира";"Резервы";""		
2025-05-01;"-11.0";"";"azn";"Подарки";"11";"ABB kart Samira";"Резервы";""		
2025-04-30;"-25.0";"-25.0";"azn";"Интернет и связь";"25 ailenet";"ABB kart Samira";"Резервы";""		
2025-04-30;"-9.0";"-8.0";"azn";"Интернет и связь";"4 5 Ильгар Самира";"ASB kart";"Резервы";""		
2025-04-30;"2.42";"";"azn";"";"";"";"";"ABB kart Samira => ASB kart"		
2025-04-30;"9.0";"";"azn";"";"";"";"";"ABB kart Samira => ASB kart"		
2025-04-29;"5.0";"";"azn";"";"";"";"";"ASB kart => Albali кредитная карта"		
2025-04-29;"-12.8";"-25.0";"azn";"Продукты";"4.3 4 4.5";"ASB kart";"Резервы";""		
2025-04-29;"-14.0";"";"azn";"Гигиена и красота";"5 9";"ASB kart";"Резервы";""		
2025-04-29;"4.5";"";"azn";"";"";"";"";"Кошелёк => ASB kart"		
2025-04-27;"-8.0";"";"azn";"Транспорт";"8";"Кошелёк";"Резервы";""		
2025-04-27;"-52.0";"";"azn";"Гигиена и красота";"52 Салон Самира";"ASB kart";"Резервы";""		
2025-04-27;"5.0";"";"azn";"";"";"";"";"Кошелёк => ASB kart"		
2025-04-26;"-7.1";"-25.0";"azn";"Продукты";"0.7 1.4 5";"ASB kart";"Резервы";""		
2025-04-26;"45.0";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2025-04-25;"-40.0";"-25.0";"azn";"Автомобиль / Бензин";"40";"ASB kart";"Резервы";""		
2025-04-24;"-4.1";"-25.0";"azn";"Продукты";"4.1";"ASB kart";"Резервы";""		
2025-04-23;"-9.0";"";"azn";"Транспорт";"9";"Кошелёк";"Резервы";""		
2025-04-23;"-50.0";"";"azn";"Подарки";"10 40";"Кошелёк";"Резервы";""		
2025-04-23;"10.0";"";"azn";"";"";"";"";"Кошелёк => ASB kart"		
2025-04-22;"-25.1";"-25.0";"azn";"Продукты";"2	4 6 6.7 10";"ASB kart";"Резервы";""	
2025-04-22;"45.0";"";"azn";"";"";"";"";"ASB kart => Albali kart"		
2025-04-22;"-32.0";"";"azn";"Одежда и обувь";"32";"Albali kart";"Резервы";""		
2025-04-21;"-6.0";"-6.0";"azn";"Платный софт";"6 Yandex Music";"ASB kart";"Резервы";""		
2025-04-21;"75.0";"";"azn";"";"";"";"";"ASB kart => Albali kart"		
2025-04-21;"-87.0";"";"azn";"Подарки";"87";"Albali kart";"Резервы";""		
2025-04-21;"-43.5";"-170.0";"azn";"Одежда и обувь";"27.5 16 Самире";"Кошелёк";"Резервы";""		
2025-04-21;"-1.0";"";"azn";"Проценты и бонусы";"1";"ASB kart";"Резервы";""		
2025-04-20;"-3.5";"-20.0";"azn";"Ребенок / Траты";"3.5";"ASB kart";"Резервы";""		
2025-04-20;"-29.0";"";"azn";"Подарки";"29 маме на Пасху";"ASB kart";"Резервы";""		
2025-04-20;"27.5";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2025-04-20;"123.0";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2025-04-19;"-64.1";"-25.0";"azn";"Продукты";"25 33.5 5.6";"ASB kart";"Резервы";""		
2025-04-19;"-5.0";"-80.0";"azn";"Подарки";"5 в деревню";"ASB kart";"Резервы";""		
2025-04-19;"-3.0";"";"azn";"Интернет и связь";"3 Самира";"ASB kart";"Резервы";""		
2025-04-19;"-10.0";"";"azn";"Медицина / Лекарства";"10";"ASB kart";"ХаниМани";""		
2025-04-18;"-25.0";"-25.0";"azn";"Автомобиль / Бензин";"25";"ASB kart";"Резервы";""		
2025-04-18;"-4.0";"-4.0";"azn";"Развлечения и хобби";"4 futbol";"Кошелёк";"Резервы";""		
2025-04-17;"-17.0";"-25.0";"azn";"Продукты";"17";"ASB kart";"Резервы";""		
2025-04-17;"-40.0";"";"azn";"Медицина / Лечение";"15 25";"Кошелёк";"Резервы";""		
2025-04-16;"-18.0";"";"azn";"Медицина / Лекарства";"18";"ASB kart";"Резервы";""		
2025-04-16;"10.0";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2025-04-16;"-3.0";"";"azn";"Кафе	 ресторан";"3";"Кошелёк";"Резервы";""	
2025-04-16;"-134.0";"";"azn";"Гигиена и красота";"134 Minoksidil";"ASB kart";"Резервы";""		
2025-04-15;"-27.7";"-100.0";"azn";"Гигиена и красота";"8 9.3 8 2.4";"ASB kart";"Резервы";""		
2025-04-15;"-40.0";"-75.0";"azn";"Подарки";"40";"ASB kart";"Резервы";""		
2025-04-15;"-14.5";"-25.0";"azn";"Продукты";"6 8.5";"ASB kart";"Резервы";""		
2025-04-14;"-32.0";"";"azn";"Транспорт";"32";"Кошелёк";"Резервы";""		
2025-04-14;"-73.0";"";"azn";"Медицина / Лекарства";"73 Самире беременность";"ASB kart";"Резервы";""		
2025-04-14;"-12.0";"-13.0";"azn";"Интернет и связь";"12 ilqar internet";"ASB kart";"Резервы";""		
2025-04-14;"-47.0";"-40.0";"azn";"Ком. услуги / Электроэнергия";"47";"ASB kart";"Резервы";""		
2025-04-14;"-50.0";"";"azn";"Медицина / Лечение";"50 гинеколог";"ABB kart Samira";"Резервы";""		
2025-04-14;"-129.0";"";"azn";"Медицина / Лекарства";"129 на беременность";"ASB kart";"Резервы";""		
2025-04-14;"-500.0";"-500.0";"azn";"Ребенок / Терапия";"500 детский садик и терапия";"Кошелёк";"Резервы";""		
2025-04-13;"-86.5";"-20.0";"azn";"Ребенок / Траты";"9.5 лекарства 30 терапевт 17 анализ крови 30 рентген";"ASB kart";"Резервы";""		
2025-04-13;"500.0";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2025-04-12;"-25.0";"-25.0";"azn";"Продукты";"24 1";"ASB kart";"Резервы";""		
2025-04-11;"-11.0";"-10.0";"azn";"Ком. услуги / Вода";"11";"ASB kart";"Резервы";""		
2025-04-11;"-20.0";"-25.0";"azn";"Автомобиль / Бензин";"20";"ASB kart";"Резервы";""		
2025-04-11;"-5.0";"-4.0";"azn";"Развлечения и хобби";"5 futbol";"Кошелёк";"Резервы";""		
2025-04-10;"-3.2";"-25.0";"azn";"Продукты";"3.2";"Кошелёк";"Резервы";""		
2025-04-10;"77.0";"";"azn";"";"";"";"";"ABB kart Samira => ASB kart"		
2025-04-09;"-16.0";"-16.0";"azn";"Ком. услуги / Квартира";"16";"Кошелёк";"Резервы";""		
2025-04-09;"393.0";"393.0";"azn";"Пенсия Самира";"393";"ABB kart Samira";"Резервы";""		
2025-04-09;"-103.0";"-100.0";"azn";"Ребенок / Траты";"103 на лекарства";"ASB kart";"Резервы";""		
2025-04-09;"-42.0";"-42.0";"azn";"Ком. услуги / Отопление";"42";"Кошелёк";"Резервы";""		
2025-04-08;"-7.3";"-25.0";"azn";"Продукты";"4.3 3";"ASB kart";"Резервы";""		
2025-04-08;"-45.0";"-80.0";"azn";"Ребенок / Одежда";"10 35";"Кошелёк";"Резервы";""		
2025-04-08;"-5.6";"-5.6";"azn";"Платный софт";"5.6 ticktick";"Albali кредитная карта";"Резервы";""		
2025-04-07;"-100.0";"-100.0";"azn";"Ребенок";"100 психотерапевт Руфатика";"ASB kart";"Резервы";""		
2025-04-07;"144.0";"";"azn";"Зарплата Ильгар";"144";"ASB kart";"Резервы";""		
2025-04-06;"-34.0";"-20.0";"azn";"Ребенок / Траты";"34 лекарства";"ASB kart";"Резервы";""		
2025-04-06;"20.0";"";"azn";"";"";"";"";"Кошелёк => Кошелек Самира"		
2025-04-06;"-20.0";"-20.0";"azn";"Медицина / Лекарства";"20";"Кошелёк";"Резервы";""		
2025-04-05;"-25.0";"-25.0";"azn";"Платный софт";"25 Notion";"Albali кредитная карта";"Резервы";""		
2025-04-05;"-44.0";"-25.0";"azn";"Продукты";"44";"ASB kart";"Резервы";""		
2025-04-05;"-11.0";"";"azn";"Транспорт";"11";"Кошелёк";"Резервы";""		
2025-04-05;"26.0";"";"azn";"";"";"";"";"Albali kart => Albali кредитная карта"		
2025-04-05;"0.0";"-100.0";"azn";"Ребенок";"0";"ASB kart";"Резервы";""		
2025-04-05;"20.0";"";"azn";"";"";"";"";"ASB kart => Albali kart"		
2025-04-04;"-72.0";"-60.0";"azn";"Медицина / Лекарства";"72 Финлипсал Эпинекс и Бисогамма";"ASB kart";"Резервы";""		
2025-04-04;"-4.0";"-4.0";"azn";"Развлечения и хобби";"4 futbol";"Кошелёк";"Резервы";""		
2025-04-04;"13.0";"";"azn";"";"";"";"";"Кошелек Самира => ASB kart"		
2025-04-04;"-25.0";"-25.0";"azn";"Автомобиль / Бензин";"25";"ASB kart";"Резервы";""		
2025-04-04;"-40.0";"-50.0";"azn";"Продукты";"40 мясо";"Кошелёк";"Резервы";""		
2025-04-04;"50.0";"50.0";"azn";"";"";"";"";"ASB kart => Лотерея"		
2025-04-03;"190.0";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2025-04-03;"-30.85";"-25.0";"azn";"Продукты";"10.25 2.4 6.2 12";"ASB kart";"Резервы";""		
2025-04-03;"-29.0";"-30.0";"azn";"Ребенок";"29 Памперсы";"ASB kart";"Резервы";""		
2025-04-03;"2.4";"";"azn";"";"";"";"";"Копилка => ASB kart"		
2025-04-03;"-3.0";"-5.0";"azn";"Проценты и бонусы";"3";"ASB kart";"Резервы";""		
2025-04-02;"265.0";"265.0";"azn";"Зарплата Ильгар";"265";"Страхование жизни";"Страхование жизни";""		
2025-04-02;"2250.0";"2200.0";"azn";"Зарплата Ильгар";"2250";"ASB kart";"Резервы";""		
2025-04-02;"5.0";"";"azn";"";"";"";"";"Albali kart => Albali кредитная карта"		
2025-04-02;"35.0";"";"azn";"";"";"";"";"Копилка => Кошелёк"		
2025-04-02;"3.0";"";"azn";"";"";"";"";"Кошелек Самира => Копилка"		
2025-04-01;"-2.0";"-25.0";"azn";"Продукты";"2";"Кошелёк";"Резервы";""		
2025-04-01;"8.0";"";"azn";"";"";"";"";"Кошелёк => ASB kart"		
2025-03-31;"-20.0";"-25.0";"azn";"Интернет и связь";"20 ailenet";"ABB kart Samira";"Резервы";""		
2025-03-31;"-8.0";"-8.0";"azn";"Интернет и связь";"4 4 Ильгар Самира";"ABB kart Samira";"Резервы";""		
2025-03-30;"-9.0";"-20.0";"azn";"Ребенок / Траты";"2 2 5";"Кошелёк";"Резервы";""		
2025-03-29;"-25.0";"-25.0";"azn";"Автомобиль / Бензин";"25";"ASB kart";"Резервы";""		
2025-03-29;"35.0";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2025-03-29;"-15.0";"-25.0";"azn";"Продукты";"15";"Кошелёк";"Резервы";""		
2025-03-29;"-13.0";"-25.0";"azn";"Автомобиль / Бензин";"13";"ASB kart";"Резервы";""		
2025-03-28;"-12.0";"";"azn";"Подарки";"12 в деревню";"Кошелёк";"Резервы";""		
2025-03-27;"2.0";"";"azn";"";"";"";"";"Кошелёк => ABB kart Samira"		
2025-03-27;"-25.0";"-25.0";"azn";"Продукты";"23 2";"ABB kart Samira";"Резервы";""		
2025-03-26;"1.3";"";"azn";"";"";"";"";"Кошелёк => ASB kart"		
2025-03-26;"7.0";"";"azn";"";"";"";"";"ABB kart Samira => ASB kart"		
2025-03-25;"5.0";"";"azn";"";"";"";"";"Кошелёк => ASB kart"		
2025-03-25;"-18.7";"-25.0";"azn";"Продукты";"5 6.7 7";"ASB kart";"Резервы";""		
2025-03-25;"-13.0";"";"azn";"Подарки";"13";"Кошелёк";"Резервы";""		
2025-03-24;"23.0";"";"azn";"";"";"";"";"Кошелёк => ASB kart"		
2025-03-23;"-8.0";"-20.0";"azn";"Ребенок / Траты";"8";"Кошелёк";"Резервы";""		
2025-03-22;"-20.0";"-25.0";"azn";"Кафе	 ресторан";"20";"Кошелёк";"Резервы";""	
2025-03-22;"-26.1";"-25.0";"azn";"Продукты";"13.1 11 2";"ABB kart Samira";"Резервы";""		
2025-03-21;"45.0";"";"azn";"";"";"";"";"ABB kart Samira => Кошелёк"		
2025-03-21;"11.0";"";"azn";"";"";"";"";"Кошелёк => ABB kart Samira"		
2025-03-21;"-6.0";"-6.0";"azn";"Платный софт";"6 Yandex Music";"ASB kart";"Резервы";""		
2025-03-20;"-39.9";"-25.0";"azn";"Продукты";"9.4 5 25.5";"ABB kart Samira";"Резервы";""		
2025-03-20;"50.0";"";"azn";"Подарки";"50";"Копилка";"Резервы";""		
2025-03-19;"5.0";"";"azn";"";"";"";"";"ABB kart Samira => Кошелёк"		
2025-03-19;"5.0";"";"azn";"";"";"";"";"ASB kart => ABB kart Samira"		
2025-03-17;"6.0";"";"azn";"";"";"";"";"ABB kart Samira => Кошелёк"		
2025-03-16;"-25.0";"-25.0";"azn";"Автомобиль / Бензин";"25";"ABB kart Samira";"Резервы";""		
2025-03-16;"-6.0";"-20.0";"azn";"Ребенок / Траты";"6";"Кошелёк";"Резервы";""		
2025-03-16;"1325.0";"";"azn";"";"";"";"";"ХаниМани => Страхование жизни"		
2025-03-16;"200.0";"";"azn";"";"";"";"";"ХаниМани => Лотерея"		
2025-03-15;"-108.5";"-75.0";"azn";"Подарки";"28.5 восьмое марта в садик 80 в деревню";"ABB kart Samira";"Резервы";""		
